BJD	RV	RVerr	RHK	RHKerr	S	Serr	BIS	BISerr	FWHM	FWHMerr	Constrast	Contrasterr
5.758505369772802806e+04	-1.435666666666666735e+01	1.374263619332638520e-01	-4.970366666666667044e+00	8.660254037844385870e-04	1.646460000000000146e-01	1.491490678631430340e-04	-8.967358781892302488e+01	2.748527238665280925e-01	7.789051666666666279e+03	2.748527238665280925e-01	6.007615566666666496e+01	2.145036054320756565e-03
5.758619458747888712e+04	-1.819733333333333647e+01	1.453168506419035555e-01	-4.976600000000000357e+00	9.814954576223638115e-04	1.635820000000000052e-01	1.632040304513205200e-04	-8.947188207412800409e+01	2.906337012838072775e-01	7.790822333333332608e+03	2.906337012838072775e-01	6.008182699999999699e+01	2.267937036336808813e-03
5.758716493511012959e+04	-1.744466666666666654e+01	1.285372304516196329e-01	-4.974266666666665948e+00	8.082903768654760290e-04	1.639789999999999859e-01	1.376020833175622287e-04	-8.953740438748189945e+01	2.570744609032394323e-01	7.789054333333333489e+03	2.570744609032394323e-01	6.009025733333334074e+01	2.006849141312617643e-03
5.758802168761626672e+04	-1.774500000000000099e+01	1.275180626439797738e-01	-4.975666666666666238e+00	8.082903768654760290e-04	1.637409999999999977e-01	1.347153377393317411e-04	-8.997680748384611604e+01	2.550361252879593255e-01	7.788497333333332790e+03	2.550361252879593255e-01	6.009875266666667670e+01	1.991400202226008449e-03
5.758888113703740964e+04	-1.845133333333333425e+01	1.390549817535745858e-01	-4.981266666666667398e+00	9.237604307034012535e-04	1.627946666666666709e-01	1.520365453143128628e-04	-8.902514013111870383e+01	2.781099635071489495e-01	7.790033999999999651e+03	2.781099635071489495e-01	6.010055933333332945e+01	2.171235426699490937e-03
5.759106345508817321e+04	-2.012866666666666404e+01	1.479439089731565959e-01	-4.987099999999998978e+00	9.814954576223638115e-04	1.618253333333333488e-01	1.643539540814951537e-04	-9.149966755145310060e+01	2.958878179463134139e-01	7.784162666666666155e+03	2.958878179463134139e-01	6.014490133333333688e+01	2.313628504559759724e-03
5.759196758506730839e+04	-2.050333333333333385e+01	1.490743656081044144e-01	-4.993033333333332990e+00	1.020348524334264506e-03	1.608476666666666943e-01	1.658922006069671036e-04	-9.207991309216659204e+01	2.981487312162090508e-01	7.784041333333334478e+03	2.981487312162090508e-01	6.015443733333333398e+01	2.331760024924708994e-03
5.759304090815815289e+04	-2.085866666666666802e+01	1.337044354530119994e-01	-4.991333333333333400e+00	8.660254037844385870e-04	1.611233333333333129e-01	1.429906756866801214e-04	-9.213563950165820415e+01	2.674088709060239988e-01	7.783392333333332317e+03	2.674088709060239988e-01	6.014511800000000363e+01	2.091254082937840045e-03
5.759395444633371517e+04	-1.934333333333333371e+01	1.373867595914958495e-01	-4.995800000000000018e+00	9.237604307034012535e-04	1.603956666666666864e-01	1.481868190269746528e-04	-9.277984838020709901e+01	2.747735191829914769e-01	7.783718666666666650e+03	2.747735191829914769e-01	6.014215733333332992e+01	2.148694010323266151e-03
5.759684970819564478e+04	-2.049966666666666626e+01	1.720116725264023427e-01	-5.001100000000000101e+00	1.289702808143540361e-03	1.595463333333333455e-01	2.067145105910295937e-04	-9.303656724810322487e+01	3.440233450528045189e-01	7.783969666666666853e+03	3.440233450528045189e-01	6.016059400000000323e+01	2.691139299078991552e-03
5.759790455097411905e+04	-1.848166666666666558e+01	1.450553753151455350e-01	-4.994666666666666366e+00	9.814954576223638115e-04	1.605826666666666513e-01	1.603153143027826789e-04	-9.241279358979254255e+01	2.901107506302912364e-01	7.783431666666667297e+03	2.901107506302912364e-01	6.014576999999999884e+01	2.269054085211067318e-03
5.759885786198528513e+04	-1.812633333333333496e+01	1.447877458776077597e-01	-4.999566666666666492e+00	1.001110494512080307e-03	1.597946666666666682e-01	1.614699834506573583e-04	-9.313427037238103878e+01	2.895754917552155194e-01	7.784112000000000080e+03	2.895754917552155194e-01	6.014125266666666647e+01	2.264541918781194912e-03
5.760010594305113773e+04	-1.991466666666666541e+01	1.384216416574406416e-01	-4.992999999999999439e+00	9.237604307034012535e-04	1.608523333333333472e-01	1.504962162684202090e-04	-9.298892638062682181e+01	2.768432833148811167e-01	7.783209999999999127e+03	2.768432833148811167e-01	6.013424799999999237e+01	2.165036211916965703e-03
5.760091518600507698e+04	-2.083533333333333459e+01	1.511002534222193050e-01	-4.994599999999999262e+00	1.040299102288482326e-03	1.605953333333333399e-01	1.699964051907503675e-04	-9.253204513481364302e+01	3.022005068444380549e-01	7.786187333333332390e+03	3.022005068444380549e-01	6.013138533333332703e+01	2.362370267826502217e-03
5.760204808159654931e+04	-1.798133333333333539e+01	1.293963490453464982e-01	-4.992100000000000648e+00	8.472176684759224466e-04	1.610010000000000052e-01	1.370247341824744130e-04	-9.263446224625700154e+01	2.587926980906929963e-01	7.783388666666665813e+03	2.587926980906929963e-01	6.012576166666666921e+01	2.023626751392538625e-03
5.760293135218974203e+04	-1.978966666666666541e+01	1.317523285331518579e-01	-4.990599999999999703e+00	8.660254037844385870e-04	1.612476666666666503e-01	1.406812788619090455e-04	-9.101347232514923746e+01	2.635046570663039378e-01	7.785512333333333117e+03	2.635046570663039378e-01	6.012588866666666831e+01	2.059940194114315021e-03
5.760385330721769424e+04	-1.978066666666666507e+01	1.382034558446597894e-01	-4.994500000000000384e+00	9.237604307034012535e-04	1.606160000000000088e-01	1.516553109301923977e-04	-9.244312702128479486e+01	2.764069116893193567e-01	7.782540000000000873e+03	2.764069116893193567e-01	6.014852333333333689e+01	2.162503753185200054e-03
5.760500418120237009e+04	-1.961600000000000321e+01	1.412139328691167373e-01	-4.992300000000000182e+00	9.237604307034012535e-04	1.609643333333333481e-01	1.539603123463244197e-04	-9.237037809349489237e+01	2.824278657382338631e-01	7.783756333333333714e+03	2.824278657382338631e-01	6.014800999999999931e+01	2.209293808873899045e-03
5.760685064644357044e+04	-1.898866666666666347e+01	1.822418701845230082e-01	-4.994566666666666599e+00	1.405149260557199365e-03	1.606016666666666703e-01	2.271470399934319591e-04	-9.316680292361161264e+01	3.644837403690457944e-01	7.783335333333332528e+03	3.644837403690457944e-01	6.016549933333333655e+01	2.852285572579678959e-03
5.760784435736531304e+04	-1.885999999999999943e+01	1.562695388542375274e-01	-4.993266666666666964e+00	1.135781669160054611e-03	1.608059999999999767e-01	1.818952690118379309e-04	-9.261662850904519928e+01	3.125390777084749439e-01	7.784344333333334362e+03	3.125390777084749439e-01	6.015101933333333051e+01	2.444913964924358678e-03
5.760899418960297771e+04	-1.922666666666666302e+01	1.310010865721875362e-01	-4.985933333333333550e+00	8.660254037844385870e-04	1.620160000000000211e-01	1.397187651438894565e-04	-9.184184448516144528e+01	2.620021731443747393e-01	7.789019333333332725e+03	2.620021731443747393e-01	6.010146699999999242e+01	2.046686027786784410e-03
5.761002709803861217e+04	-1.866200000000000259e+01	1.364303682513367810e-01	-4.980133333333333745e+00	8.660254037844385870e-04	1.629829999999999890e-01	1.478024206687953898e-04	-9.284947160982244441e+01	2.728607365026733400e-01	7.788050000000000182e+03	2.728607365026733400e-01	6.010948300000000444e+01	2.132113147411100838e-03
5.761397224106359499e+04	-1.741366666666666774e+01	1.337354742215349779e-01	-4.978466666666665930e+00	8.660254037844385870e-04	1.632613333333333416e-01	1.443383370957125491e-04	-9.112184909018702683e+01	2.674709484430697337e-01	7.788991333333334296e+03	2.674709484430697337e-01	6.009691166666667073e+01	2.089467187277641979e-03
5.761488052381110174e+04	-1.627066666666666706e+01	1.339214895757588064e-01	-4.977199999999999847e+00	8.660254037844385870e-04	1.634809999999999874e-01	1.454930315246136328e-04	-9.025124843007961317e+01	2.678429791515172242e-01	7.786597666666667465e+03	2.678429791515172242e-01	6.010772200000000254e+01	2.093446099322035514e-03
5.761700769548760582e+04	-1.998633333333333439e+01	1.270771110487419753e-01	-4.982733333333333015e+00	8.082903768654760290e-04	1.625506666666666489e-01	1.347161625212225293e-04	-8.964231292403542284e+01	2.541542220974837840e-01	7.787544000000000779e+03	2.541542220974837840e-01	6.009971266666666878e+01	1.986022117475499428e-03
5.761803083072757727e+04	-1.957133333333333169e+01	1.269085413499760617e-01	-4.984333333333332838e+00	8.082903768654760290e-04	1.622810000000000086e-01	1.345226127211828025e-04	-9.076908212319325742e+01	2.538170826999517904e-01	7.786052666666666482e+03	2.538170826999517904e-01	6.011612233333332966e+01	1.984355294344955240e-03
5.761910084565499710e+04	-1.933466666666666711e+01	1.252688010716593026e-01	-4.987733333333333796e+00	8.082903768654760290e-04	1.617196666666666782e-01	1.325983911415720598e-04	-9.195326981503733066e+01	2.505376021433188272e-01	7.782956666666667843e+03	2.505376021433188272e-01	6.014363633333332615e+01	1.960448619373883830e-03
5.762014512969579664e+04	-2.100666666666666416e+01	1.279861935156427766e-01	-4.989533333333333154e+00	8.082903768654760290e-04	1.614229999999999832e-01	1.370247341824744130e-04	-9.327486658635882577e+01	2.559723870312859417e-01	7.782500999999999294e+03	2.559723870312859417e-01	6.014386700000000019e+01	2.003138979925238403e-03
5.762101336721856205e+04	-2.140000000000000213e+01	1.271406425600251355e-01	-4.993233333333333412e+00	8.082903768654760290e-04	1.608143333333333369e-01	1.343304383476308947e-04	-9.285426015938219280e+01	2.542812851200502711e-01	7.785097000000000662e+03	2.542812851200502711e-01	6.012822266666666593e+01	1.988736513413768160e-03
5.762295897651654377e+04	-2.044133333333333269e+01	1.349785602402086837e-01	-4.994700000000000806e+00	9.237604307034012535e-04	1.605763333333333487e-01	1.458774219069634804e-04	-9.299709649621196661e+01	2.699571204804175895e-01	7.783605333333332965e+03	2.699571204804175895e-01	6.014680133333333600e+01	2.112470725662879585e-03
5.762399710704420431e+04	-2.040033333333333232e+01	1.333803203747517263e-01	-4.990400000000000169e+00	8.660254037844385870e-04	1.612786666666666535e-01	1.437633085626818742e-04	-9.313516191764176710e+01	2.667606407495032861e-01	7.786859333333333780e+03	2.667606407495032861e-01	6.012904699999999281e+01	2.085978500890223446e-03
5.762613711658005195e+04	-1.845166666666666444e+01	1.269752844595468388e-01	-4.986766666666667014e+00	8.082903768654760290e-04	1.618763333333333165e-01	1.358700359412135590e-04	-9.270228415876495376e+01	2.539505689190934556e-01	7.783969000000000051e+03	2.539505689190934556e-01	6.013789066666666372e+01	1.986917801609225116e-03
5.762711244403936871e+04	-1.686766666666666836e+01	1.263752187656434212e-01	-4.982866666666666333e+00	8.082903768654760290e-04	1.625293333333333312e-01	1.347153377393317411e-04	-9.220071174003082604e+01	2.527504375312866203e-01	7.785034999999999854e+03	2.527504375312866203e-01	6.012417100000001113e+01	1.976824538315476252e-03
5.762792555841694411e+04	-1.794833333333333414e+01	1.626878554691943701e-01	-4.985899999999999999e+00	1.154700538379251594e-03	1.620200000000000251e-01	1.905308373990940031e-04	-9.258702219986012949e+01	3.253757109383883517e-01	7.785573666666667123e+03	3.253757109383883517e-01	6.014734100000000439e+01	2.545669855918777664e-03
5.763014019060130522e+04	-1.826766666666666694e+01	1.523081471053811531e-01	-4.984266666666667511e+00	1.039230484541326478e-03	1.622979999999999701e-01	1.747461651144946242e-04	-9.206383049336294278e+01	3.046162942107616955e-01	7.784341333333332841e+03	3.046162942107616955e-01	6.013630066666667062e+01	2.383267438076880438e-03
5.763102223904115817e+04	-1.885433333333333294e+01	1.322717393494902416e-01	-4.983866666666666667e+00	8.660254037844385870e-04	1.623603333333333287e-01	1.424133264675590479e-04	-9.109059208419870401e+01	2.645434786989804832e-01	7.786867666666667901e+03	2.645434786989804832e-01	6.011647966666666321e+01	2.068394665109084003e-03
5.763422346636503062e+04	-1.979466666666666796e+01	1.379551796896679450e-01	-4.985366666666666724e+00	9.237604307034012535e-04	1.621096666666666797e-01	1.556966423672792230e-04	-9.387417603460590954e+01	2.759103593793357234e-01	7.784053666666666686e+03	2.759103593793357234e-01	6.016345733333332646e+01	2.159824863603018816e-03
5.763588511679249496e+04	-1.749233333333333107e+01	1.369730997364411451e-01	-4.983400000000000496e+00	9.237604307034012535e-04	1.624379999999999991e-01	1.512657705276819790e-04	-9.381267549450973320e+01	2.739461994728825123e-01	7.784423333333332266e+03	2.739461994728825123e-01	6.014864033333333282e+01	2.143847677458050535e-03
5.763705418471936719e+04	-1.687333333333333485e+01	1.276264407070205886e-01	-4.980199999999999960e+00	8.082903768654760290e-04	1.629760000000000097e-01	1.366398347644069624e-04	-9.226936177390454930e+01	2.552528814140411217e-01	7.789200666666666621e+03	2.552528814140411217e-01	6.010422133333332795e+01	1.994844878102420595e-03
5.763805222087709262e+04	-1.730799999999999628e+01	1.269028297606749900e-01	-4.977133333333333631e+00	8.082903768654760290e-04	1.634956666666666780e-01	1.356773132595620439e-04	-9.135295736812042833e+01	2.538056595213498134e-01	7.790456999999999425e+03	2.538056595213498134e-01	6.008686099999999897e+01	1.982647665167150668e-03
5.763908896134346287e+04	-1.871133333333333226e+01	1.287672298193637821e-01	-4.976966666666666761e+00	8.082903768654760290e-04	1.635156666666666425e-01	1.385640646055101880e-04	-9.197167426796626444e+01	2.575344596387275642e-01	7.789533666666666250e+03	2.575344596387275642e-01	6.009497400000000056e+01	2.012305415870479803e-03
5.764012662455676764e+04	-1.978800000000000026e+01	1.300799307740825306e-01	-4.977799999999999336e+00	8.279828232249480642e-04	1.633783333333333199e-01	1.408742544099366464e-04	-9.096332469495105499e+01	2.601598615481652832e-01	7.788493333333332885e+03	2.601598615481652832e-01	6.010002600000000683e+01	2.033281409857084100e-03
5.764113491525562858e+04	-1.940266666666666495e+01	1.307435255801379370e-01	-4.979133333333333411e+00	8.660254037844385870e-04	1.631510000000000182e-01	1.422208767297465854e-04	-9.065154607685140320e+01	2.614870511602756520e-01	7.787536333333332550e+03	2.614870511602756520e-01	6.010651299999999964e+01	2.044142716031995075e-03
5.764215998658012541e+04	-1.967566666666666819e+01	1.301010791858107918e-01	-4.978666666666666352e+00	8.660254037844385870e-04	1.632319999999999605e-01	1.416443119617272716e-04	-9.079385904159266829e+01	2.602021583716213615e-01	7.786832666666666228e+03	2.602021583716213615e-01	6.011813433333333023e+01	2.034690097836880113e-03
5.764406767281886277e+04	-2.022333333333333272e+01	1.333126587695966092e-01	-4.984399999999999942e+00	8.660254037844385870e-04	1.622753333333333270e-01	1.449149175665960293e-04	-9.115424885124748755e+01	2.666253175391935515e-01	7.787780666666666548e+03	2.666253175391935515e-01	6.011964333333333599e+01	2.084722395468725700e-03
5.764516455296331696e+04	-2.117033333333333189e+01	1.336775095211081565e-01	-4.988800000000000345e+00	8.856886837057615291e-04	1.615426666666666955e-01	1.470336318292141380e-04	-9.248134039508546778e+01	2.673550190422159245e-01	7.784517666666666628e+03	2.673550190422159245e-01	6.013348099999999619e+01	2.091814057514487530e-03
5.764608565801179066e+04	-2.048533333333333672e+01	1.251758425645791706e-01	-4.988600000000000811e+00	8.082903768654760290e-04	1.615793333333333248e-01	1.333679121828035611e-04	-9.226205205370115436e+01	2.503516851291583412e-01	7.784798999999999978e+03	2.503516851291583412e-01	6.013248733333333718e+01	1.958676014420492051e-03
5.764714667590917088e+04	-2.088866666666666561e+01	1.272806068546487868e-01	-4.989566666666666706e+00	8.279828232249480642e-04	1.614186666666666548e-01	1.372171838931099657e-04	-9.412961821836360343e+01	2.545612137092975735e-01	7.783820999999999913e+03	2.545612137092975735e-01	6.013849799999999846e+01	1.992068656681153516e-03
5.764786274857041280e+04	-2.130266666666666708e+01	1.374604117930552094e-01	-4.991566666666666485e+00	9.237604307034012535e-04	1.610876666666666568e-01	1.533916555748714974e-04	-9.500642872620699109e+01	2.749208235861101968e-01	7.782010999999999513e+03	2.749208235861101968e-01	6.016090566666665751e+01	2.152707223603155754e-03
5.764905393577834184e+04	-2.064499999999999957e+01	1.257312301469065419e-01	-4.990200000000000635e+00	8.082903768654760290e-04	1.613130000000000119e-01	1.339452624519931682e-04	-9.412276444636063388e+01	2.514624602938133058e-01	7.785422666666666373e+03	2.514624602938133058e-01	6.013431199999999421e+01	1.967267918645300862e-03
5.765008464869584714e+04	-1.858699999999999974e+01	1.260173899961452570e-01	-4.987133333333333418e+00	8.082903768654760290e-04	1.618123333333333080e-01	1.347153377393317411e-04	-9.369898487606947413e+01	2.520347799922906806e-01	7.786163999999999760e+03	2.520347799922906806e-01	6.012481033333332903e+01	1.971239328535818840e-03
5.765102943475004577e+04	-1.729466666666666796e+01	1.260448690642736458e-01	-4.983499999999999375e+00	8.082903768654760290e-04	1.624196666666666566e-01	1.347153377393317411e-04	-9.264120542849053663e+01	2.520897381285474581e-01	7.787955999999999221e+03	2.520897381285474581e-01	6.011057033333332811e+01	1.970734157627322247e-03
5.765389978566686477e+04	-1.750033333333333374e+01	1.337559536509927427e-01	-4.983799999999999564e+00	8.660254037844385870e-04	1.623740000000000183e-01	1.470336318292141380e-04	-9.244447643357864308e+01	2.675119073019853189e-01	7.784408000000000357e+03	2.675119073019853189e-01	6.012994533333333180e+01	2.092934751087261683e-03
5.765509361630025523e+04	-1.839833333333332988e+01	1.253178624816488618e-01	-4.984200000000000408e+00	8.082903768654760290e-04	1.623083333333333600e-01	1.343304383476308947e-04	-9.106870684324563570e+01	2.506357249632977235e-01	7.786769666666667035e+03	2.506357249632977235e-01	6.011448466666666945e+01	1.959777163263510570e-03
5.765601933330369502e+04	-2.032766666666666922e+01	1.257019027704233682e-01	-4.983433333333333159e+00	8.082903768654760290e-04	1.624329999999999941e-01	1.345226127211828025e-04	-9.103320923912484375e+01	2.514038055408465144e-01	7.786845000000000255e+03	2.514038055408465144e-01	6.011526400000000336e+01	1.965780653420734058e-03
5.765695122422647546e+04	-1.996933333333333493e+01	1.281713379372209083e-01	-4.984733333333333682e+00	8.279828232249480642e-04	1.622156666666666747e-01	1.379899352207334935e-04	-9.221481189286312485e+01	2.563426758744414280e-01	7.784347333333332244e+03	2.563426758744414280e-01	6.013891066666666774e+01	2.005838882815804206e-03
5.765788263197246852e+04	-1.972366666666666646e+01	1.349446494540001429e-01	-4.987000000000000988e+00	9.237604307034012535e-04	1.618406666666666605e-01	1.495344627688064245e-04	-9.241324791205784095e+01	2.698892989080006743e-01	7.783920666666665966e+03	2.698892989080006743e-01	6.015369066666666953e+01	2.112464236174329754e-03
5.765889512496081443e+04	-2.228466666666666640e+01	1.335178847183191853e-01	-4.988466666666666605e+00	8.856886837057615291e-04	1.616006666666666702e-01	1.474170199731963840e-04	-9.399887701298287368e+01	2.670357694366381485e-01	7.783846999999998843e+03	2.670357694366381485e-01	6.015804666666667089e+01	2.090287907148455013e-03
5.766096116685865127e+04	-2.004766666666666808e+01	1.297613503793745571e-01	-4.991266666666667184e+00	8.660254037844385870e-04	1.611366666666666780e-01	1.401174110840223053e-04	-9.393714938383919844e+01	2.595227007587492807e-01	7.782581999999999425e+03	2.595227007587492807e-01	6.016964466666667022e+01	2.032174906440335858e-03
5.766397501984203700e+04	-1.980433333333333223e+01	1.258709197579105099e-01	-4.986966666666666548e+00	8.082903768654760290e-04	1.618436666666666912e-01	1.347153377393317411e-04	-9.389237814673180083e+01	2.517418395158212419e-01	7.784748333333333903e+03	2.517418395158212419e-01	6.013300266666666971e+01	1.969439495446403867e-03
5.766809669133147690e+04	-1.701999999999999957e+01	1.281762239222671573e-01	-4.974733333333333007e+00	8.082903768654760290e-04	1.639029999999999931e-01	1.395265805023066842e-04	-9.295293574737961251e+01	2.563524478445347032e-01	7.790318666666667013e+03	2.563524478445347032e-01	6.010526366666666576e+01	2.003033720576747993e-03
5.767113183184869558e+04	-1.771700000000000230e+01	1.284413130581618379e-01	-4.976833333333332554e+00	8.082903768654760290e-04	1.635386666666666655e-01	1.402969073865216194e-04	-9.130177800606999483e+01	2.568826261163240643e-01	7.788796333333332768e+03	2.568826261163240643e-01	6.010484233333333037e+01	2.007495969538373396e-03
5.767311278449150268e+04	-1.950700000000000145e+01	1.274040788405430835e-01	-4.981000000000000760e+00	8.082903768654760290e-04	1.628380000000000105e-01	1.385648664785638225e-04	-9.213449265949687117e+01	2.548081576810861670e-01	7.789242999999999483e+03	2.548081576810861670e-01	6.011775299999999334e+01	1.991547793871385492e-03
5.767516679496151482e+04	-2.100766666666666538e+01	1.316756582416867827e-01	-4.983766666666666900e+00	8.660254037844385870e-04	1.623780000000000223e-01	1.464562885110927784e-04	-9.323337311577260778e+01	2.633513164833735654e-01	7.785787666666666155e+03	2.633513164833735654e-01	6.014925433333333871e+01	2.060281983005703491e-03
5.767592402414281241e+04	-2.060066666666666890e+01	1.353252802879786887e-01	-4.988666666666666138e+00	9.237604307034012535e-04	1.615640000000000132e-01	1.503074626668061758e-04	-9.341970900054953120e+01	2.706505605759574329e-01	7.784432333333333190e+03	2.706505605759574329e-01	6.016600866666667002e+01	2.118332352649883368e-03
5.769096347315367166e+04	-1.771533333333333360e+01	1.290670478371561125e-01	-4.994900000000000340e+00	8.082903768654760290e-04	1.605443333333333167e-01	1.343304383476308947e-04	-9.266786173887562938e+01	2.581340956743126136e-01	7.783652666666665937e+03	2.581340956743126136e-01	6.013861933333333809e+01	2.019214783155111586e-03
5.769988893022521370e+04	-1.913700000000000045e+01	1.406421871940523316e-01	-4.992366666666666397e+00	9.237604307034012535e-04	1.609606666666666686e-01	1.539646424056871361e-04	-9.127145980598152164e+01	2.812843743881046632e-01	7.783582666666666228e+03	2.812843743881046632e-01	6.015335733333333224e+01	2.200594376978118154e-03
5.770093621725602861e+04	-1.930799999999999628e+01	1.319690567167133011e-01	-4.991900000000000226e+00	8.660254037844385870e-04	1.610359999999999847e-01	1.399146565271526998e-04	-9.162335744014539785e+01	2.639381134334267687e-01	7.783618333333332885e+03	2.639381134334267687e-01	6.014485400000000226e+01	2.064555343791669648e-03
5.770214208906410931e+04	-2.025866666666666660e+01	1.324361225191043046e-01	-4.992733333333333690e+00	8.660254037844385870e-04	1.609056666666666691e-01	1.416443119617272716e-04	-9.312619364746944939e+01	2.648722450382080540e-01	7.782421999999999571e+03	2.648722450382080540e-01	6.015471766666666298e+01	2.072497393802344868e-03
5.770315391201513557e+04	-2.106966666666666654e+01	1.337057328670199496e-01	-4.995833333333333570e+00	8.856886837057615291e-04	1.603906666666666814e-01	1.439544681101940918e-04	-9.304160316126301211e+01	2.674114657340404544e-01	7.783802333333333081e+03	2.674114657340404544e-01	6.015187300000000192e+01	2.091862591025909959e-03
5.770408915387626621e+04	-2.018333333333333357e+01	1.289715476502062141e-01	-4.993766666666666687e+00	8.082903768654760290e-04	1.607309999999999850e-01	1.354851365361611152e-04	-9.251480055123481350e+01	2.579430953004124283e-01	7.782727999999999156e+03	2.579430953004124283e-01	6.014221833333332512e+01	2.017734836571151956e-03
5.770601144931394083e+04	-1.912900000000000134e+01	1.286836310973450415e-01	-4.991966666666666441e+00	8.082903768654760290e-04	1.610223333333333506e-01	1.345226127211828025e-04	-9.180730177857587648e+01	2.573672621946900274e-01	7.785194000000000415e+03	2.573672621946900274e-01	6.013062533333333448e+01	2.012146161467087344e-03
5.770914054572659370e+04	-1.848300000000000054e+01	1.351516073878133162e-01	-4.993199999999998973e+00	9.049247973665484239e-04	1.608233333333333182e-01	1.458789452479920497e-04	-9.212436580440005685e+01	2.703032147756264103e-01	7.782064999999999600e+03	2.703032147756264103e-01	6.014910433333333373e+01	2.114736968625249760e-03
5.771909878420423775e+04	-1.980300000000000082e+01	1.303532805868554689e-01	-4.996100000000000207e+00	8.660254037844385870e-04	1.603479999999999905e-01	1.385648664785638225e-04	-9.254295355889355790e+01	2.607065611737111044e-01	7.783862666666666883e+03	2.607065611737111044e-01	6.015077533333334259e+01	2.039090353448641361e-03
5.771999088318214490e+04	-1.850933333333333408e+01	1.301740064133141972e-01	-4.991633333333333589e+00	8.660254037844385870e-04	1.610759999999999970e-01	1.377945330313700486e-04	-9.225848548880867384e+01	2.603480128266283944e-01	7.784347999999999047e+03	2.603480128266283944e-01	6.015017433333333230e+01	2.036128112566830319e-03
5.772306707531688153e+04	-1.946799999999999997e+01	1.298894328830847433e-01	-4.990600000000000591e+00	8.660254037844385870e-04	1.612460000000000004e-01	1.379867143363205809e-04	-9.153144283402993153e+01	2.597788657661694867e-01	7.785295333333332565e+03	2.597788657661694867e-01	6.014039533333333765e+01	2.031079010456000953e-03
5.772805388435740315e+04	-2.094166666666666643e+01	1.301178147902184723e-01	-4.993566666666667153e+00	8.660254037844385870e-04	1.607593333333333374e-01	1.385640646055101880e-04	-9.195909101139220354e+01	2.602356295804369446e-01	7.783647666666666737e+03	2.602356295804369446e-01	6.015080766666667245e+01	2.035444990307912465e-03
5.772904548832178261e+04	-1.924166666666667069e+01	1.297218215208733316e-01	-4.997033333333333438e+00	8.660254037844385870e-04	1.602010000000000101e-01	1.377945330313700486e-04	-9.139531709516511171e+01	2.594436430417469963e-01	7.783179000000000997e+03	2.594436430417469963e-01	6.015612333333333339e+01	2.029559484492900450e-03
5.773105045942693687e+04	-2.047066666666666990e+01	1.298605593960147908e-01	-4.998866666666666347e+00	8.660254037844385870e-04	1.599023333333333408e-01	1.379867143363205809e-04	-9.306498064377591106e+01	2.597211187920297482e-01	7.782472333333334063e+03	2.597211187920297482e-01	6.016580033333332977e+01	2.032258867435363017e-03
5.773314386187310447e+04	-2.040966666666666640e+01	1.341628462858993343e-01	-5.004433333333333955e+00	9.237604307034012535e-04	1.590166666666666673e-01	1.460703787752861088e-04	-9.359708617981596035e+01	2.683256925717985020e-01	7.782207333333332826e+03	2.683256925717985020e-01	6.017369233333332801e+01	2.099957172197606386e-03
5.773400620847655955e+04	-1.893299999999999983e+01	1.284363869247789058e-01	-5.003099999999999881e+00	8.660254037844385870e-04	1.592263333333333308e-01	1.358700359412135590e-04	-9.300260413512283719e+01	2.568727738495574786e-01	7.781879333333333307e+03	2.568727738495574786e-01	6.016702300000000037e+01	2.010197252309901730e-03
5.773600952689809492e+04	-1.847166666666666757e+01	1.284355587417329858e-01	-4.999099999999999433e+00	8.660254037844385870e-04	1.598673333333333335e-01	1.364473850569840904e-04	-9.367553754236723762e+01	2.568711174834657496e-01	7.781817666666665900e+03	2.568711174834657496e-01	6.016730833333333095e+01	2.010235699810098298e-03
5.773697794537823938e+04	-2.010599999999999810e+01	1.218019399451447243e-01	-4.997533333333334049e+00	8.082903768654760290e-04	1.601146666666666551e-01	1.268249011651716369e-04	-9.331595410098698551e+01	2.436038798902894209e-01	7.782617666666666082e+03	2.436038798902894209e-01	6.015398766666666575e+01	1.905798394306246505e-03
5.773807017627986352e+04	-1.940599999999999881e+01	1.267513719405384542e-01	-4.999266666666666303e+00	8.082903768654760290e-04	1.598383333333333323e-01	1.343304383476308947e-04	-9.317835076287006757e+01	2.535027438810764644e-01	7.781868333333332885e+03	2.535027438810764644e-01	6.016514833333332746e+01	1.983821634906116592e-03
5.773903011463936127e+04	-2.087699999999999889e+01	1.268637102316960419e-01	-5.000466666666667059e+00	8.279828232249480642e-04	1.596469999999999834e-01	1.343304383476308947e-04	-9.340455708145144342e+01	2.537274204633920838e-01	7.781952333333333627e+03	2.537274204633920838e-01	6.016440966666667123e+01	1.985549497461125759e-03
5.775005882862828730e+04	-2.039433333333333209e+01	1.411094978543327161e-01	-4.995699999999999363e+00	9.814954576223638115e-04	1.604126666666666756e-01	1.564626330967095586e-04	-9.332528697933533124e+01	2.822189957086656542e-01	7.782819666666666308e+03	2.822189957086656542e-01	6.015880400000000350e+01	2.208339039187399121e-03
5.775700438329733879e+04	-1.838733333333333420e+01	1.288139848930388021e-01	-4.993999999999999773e+00	8.660254037844385870e-04	1.606873333333333209e-01	1.381794324621271369e-04	-9.319105410751397756e+01	2.576279697860776596e-01	7.783409666666666453e+03	2.576279697860776596e-01	6.015052199999999516e+01	2.015710380230952611e-03
